r(Angstrom),g_mean,g_se,CN_raw,CN_raw_se,g_smooth,CN_smooth
6.91,0.8416516533,0.02061783985,3.685386644,0.1536487625,0.853817605,3.685280829
6.93,0.8608275339,0.02380512029,3.726801662,0.1547295977,0.8631926276,3.727048633
6.95,0.869730427,0.02360041388,3.769142675,0.1558894222,0.8625720824,3.769271702
6.97,0.8712285243,0.01927576416,3.811983497,0.1569441937,0.8622318316,3.811714858
6.99,0.8566424658,0.02991487566,3.854745827,0.1581623754,0.8654094151,3.854472761
7.01,0.8679582987,0.02459041105,3.897674009,0.1595186985,0.8677486867,3.897613307
7.03,0.8500820485,0.01903576667,3.940681529,0.1606104242,0.8642508706,3.940971303
7.05,0.8866457583,0.02139359466,3.984408837,0.1616284618,0.8644429927,3.984493743
7.07,0.8683968852,0.02283367383,4.028844736,0.1627483877,0.866311217,4.028316108
7.09,0.8604048881,0.02384379794,4.072865312,0.1639370269,0.8745291168,4.072644393
7.11,0.869764464,0.01899477561,4.117171216,0.1650336639,0.8817492638,4.117618728
7.13,0.8934907715,0.01483197726,4.162580145,0.1659044667,0.8869802445,4.163167292
