r(Angstrom),g_mean,g_se,CN_raw,CN_raw_se,g_smooth,CN_smooth
5.73,0.3848083626,0.0193957815,1.944580169,0.09295066539,0.3556395796,1.943926198
5.75,0.3321483251,0.01312061404,1.964425425,0.09385033951,0.357583351,1.963673345
5.77,0.3487539361,0.01520830466,1.983410735,0.09464035797,0.359360003,1.983662053
5.79,0.3505786181,0.01675668544,2.003044089,0.09553789875,0.3601732805,2.003862427
5.81,0.3950646364,0.02017171291,2.024126853,0.09658215257,0.3705364762,2.024519714
5.83,0.3810337243,0.01058258516,2.046216404,0.09745660732,0.3762310653,2.045776319
5.85,0.3802894411,0.01805494399,2.068035885,0.09827809352,0.3905024889,2.067752336
5.87,0.4009036889,0.01500736855,2.090580555,0.09923186192,0.4004334984,2.0905771
5.89,0.4139624855,0.0144316667,2.114256958,0.1000871264,0.4127770193,2.114205329
5.91,0.4156930605,0.01378405906,2.138526189,0.1009124278,0.424054571,2.13868542
5.93,0.4424413919,0.01370532183,2.163801445,0.1017219994,0.4429331118,2.164220627
5.95,0.4640327434,0.01700862571,2.190680514,0.1026329962,0.4593143189,2.190973854
5.97,0.4781220354,0.01222948338,2.218805198,0.1035052735,0.4720136644,2.218775219
5.99,0.4873513531,0.0176050605,2.247819199,0.1044023603,0.4834271367,2.247487954
6.01,0.5016404086,0.01741537964,2.277739582,0.1054617783,0.4989194062,2.277207428
6.03,0.503143189,0.01209991148,2.308339392,0.1063600985,0.5131180581,2.308029431
6.05,0.5173053656,0.0161132288,2.33962438,0.1072254267,0.529574604,2.339996582
